,price,percent_change,market_cap,vol_24h,id
AGVE,75.01,-1.71223,2091405,17146.07,agave-token
ROGE,2.5e-11,-9.80168,2088784,5798.56,roge
KAIBA,0.02739254,5.41594,2086682,11934.42,kaiba-defi
MSCP,0.00312939,-12.05756,2077084,50499.0,moonscape
VAI,0.054771,-0.96782,2071229,295279.0,vaiot
THN,0.068045,-5.76062,2068915,1564750.0,throne
CV,0.00027579,-3.24866,2061219,338940.0,carvertical
YEE,0.00068336,-3.6743,2052130,93666.0,yee
FAST,0.00708029,-6.94306,2045266,244752.0,fastswap-bsc
TFI,0.077522,-6.2964,2035123,50621.0,trustfi-network-token
YVAULT-LP-YCURVE,1.23,2.64185,2034031,1327.53,yvault-lp-ycurve
EPAN,0.04538742,1.39036,2032124,1944962.0,paypolitan-token
ACSI,1.64,-4.74225,2031932,22787.0,acryptosi
DFS,0.447639,,2028715,0.0,digital-fantasy-sports
TRAVA,0.00426251,-1.89973,2018761,223690.0,trava-finance
SPORE,5.6e-11,-5.98069,2017397,7932.3,spore
SRN,0.00378383,-15.40346,2012147,6800.39,sirin-labs-token
NDS,36.35,0.0,1999125,0.0,nodeseeds
FIGHT,0.04130546,-24.14542,1999039,362651.0,crypto-fight-club
HY,0.872271,1.9054,1995199,486.96,hybrix
RHT,0.00248846,-2.12182,1991155,7359.66,reward-hunters-token
JUR,0.00766299,0.96269,1989914,157.41,jur
DCB,0.01940098,-0.02307,1989113,7328.11,decubate
CCV2,2.59,1.72712,1980572,3693.67,cryptocart
MONK,0.15275,-3.91321,1976196,18431.45,monk
SMT,0.04841474,0.48085,1975070,85.77,swarm-markets
BID,0.395406,-3.98277,1973727,11852.28,topbidder
BTL,0.03118549,-5.90189,1973232,32747.0,bitlocus
UNIFI,0.847578,,1973144,0.0,unifi
SKM,0.00186835,-1.05474,1963253,55972.0,skrumble-network
MIMAS,0.103498,-13.14852,1959593,91905.0,mimas
ILSI,77.64,-1.188,1958676,87458.0,invest-like-stakeborg-index
AG8,0.0464412,-9.33901,1952782,5084.72,atromg8
LACE,0.100331,5.97583,1952363,246489.0,lovelace-world
EYE,0.348972,-4.54164,1949273,6291.92,beholder
GDOGE,1.9e-11,-11.82295,1945827,1817674.0,golden-doge
MOCA,0.742303,-2.67194,1945457,65320.0,museum-of-crypto-art
HANU,1.12e-06,-8.54096,1941335,107436.0,hanu-yokia
CELT,0.02873602,-1.13302,1932368,501773.0,celestial
VINU,8.846e-09,-9.99112,1930231,240974.0,vita-inu
PLAY,2.55,-6.18929,1928541,0.0,metaverse-nft-index
ASKO,0.01461195,0.96889,1925379,3691.01,askobar-network
LKR,0.057601,-0.66029,1924075,297388.0,polkalokr
BTX,0.101654,-4.24552,1917194,153692.0,bitcore
FTC,0.00750977,-3.96678,1916356,2701.11,feathercoin
CTI,0.02300614,-4.44718,1914417,135056.0,clintex-cti
IVN,0.65241,-5.91267,1914206,18305.04,investin
UAXIE,0.191077,-10.65815,1911091,17904.95,unicly-mystic-axies-collection
BMC,0.01909265,-5.54366,1910935,79815.0,bountymarketcap
MINERS,9.958e-05,-0.50992,1909411,1.44,minersdefi
UNISTAKE,0.01195551,-8.01859,1904649,38649.0,unistake
GFI,0.00268622,,1902747,435.72,gravity-finance
CLAM,3.59,1.66615,1901091,18462.93,otterclam
PMGT,1918.44,0.29329,1896687,11972.92,perth-mint-gold-token
PLE,0.03589755,-1.08526,1896676,20347.0,plethori
KING,5.44e-06,,1896020,5173.06,king-floki
GURU,1.55,-2.6972,1895541,2994.48,nidhi-dao
POG,0.177469,-10.92197,1891498,245874.0,pog-coin
LGO,0.0117381,,1886577,0.0,legolas-exchange
DEX,0.02134135,-5.39245,1886306,579.75,newdex-token
RAINBOWTOKEN,2.386e-09,-50.84979,1884679,396732.0,rainbowtoken
CNS,0.00019252,-10.19499,1881071,655778.0,centric-cash
CRBN,0.057576,-3.35818,1879120,73910.0,carbon
BDI,212.92,,1876284,0.0,basketdao-defi-index
STN,0.066406,-13.13569,1868718,96596.0,stone-token
LBA,0.00276036,1.91759,1865412,59811.0,libra-credit
KALLY,0.02954107,-3.15064,1863673,2834.64,polkally
MILK,1.55,-0.20198,1862420,14675.64,milkshakeswap
NEU,0.064923,0.14627,1861197,628.52,neumark
CERES,77.72,-6.12346,1853714,12284.27,ceres
LYR,0.00018331,-1.60995,1835768,5136.78,lyra
AIT,0.00293168,-0.61852,1835614,75416.0,aichain
LND,0.00228429,0.14234,1835526,27827.0,lendingblock
TTK,0.02983831,-0.49227,1833230,36827.0,the-three-kingdoms
CLOAK,0.316206,19.17682,1827353,3321.16,cloakcoin
TELOS,0.00947758,-2.84385,1822318,5119.59,telos-coin
GAS,8.12e-06,-29.05398,1821978,1361230.0,gas-dao
GVT,0.410765,2.80703,1821941,2257.31,genesis-vision
STARS,0.01443675,-2.39173,1821758,205330.0,starstream
XAUR,0.02548582,14.9365,1816802,28203.0,xaurum
WDGLD,184.55,0.14028,1808731,66353.0,wrapped-dgld
EMON,0.03598863,-2.84716,1808086,19725.33,ethermon
ARX,0.01030584,-3.72059,1808035,139257.0,arcs
SG,0.972299,8.67165,1801535,2796711.0,social-good-project
ITC,0.02507549,-8.57398,1800389,273429.0,iot-chain
ZPTC,0.389697,0.42733,1792701,659070.0,zeptagram
SNK,0.238757,-1.32977,1792345,14551.23,snook
WANNA,0.116119,-6.4222,1786622,91936.0,wannaswap
ETNA,0.085048,-5.8302,1782232,68208.0,etna-network
HELMET,0.04188539,-0.96587,1778756,86684.0,helmet-insure
SOLAPE,0.00594716,6.5477,1775732,8765.1,solape-token
XMY,0.00097599,4.16685,1773042,3650.26,myriadcoin
WORLD,0.01860214,1.85775,1766452,75289.0,world-token
XBLADE,0.03377855,-2.81211,1766337,1048.4,cryptowar-xblade
BUY,0.0163072,-5.32305,1765184,152057.0,buying
BABL,54.31,-1.20994,1760831,2149.61,babylon-finance
PATH,2.271e-09,-3.94422,1757294,15.43,pathfund
CHX,0.01221824,-1.73653,1755250,77331.0,chainium
BOT,0.129742,-1.48874,1752185,58548.0,starbots
CPAY,0.0453346,-46.44893,1748184,1306.54,cryptopay
TICK,2.84,-4.54462,1741241,2874.0,microtick
SYNC,0.01470787,2.1856,1740963,5504.23,sync-network
ANJI,0.00025422,-5.2342,1736242,50402.0,anji
MEGA,7.72,-7.50798,1735803,14694.47,megacryptopolis
WOOFY,0.02000052,-1.4209,1719817,302.26,woofy
AT,0.03753112,,1714120,375.31,abcc-token
SILVA,9e-10,29.76163,1713411,15672.34,silva-token
DUSD,0.981067,-0.64383,1713004,1312.13,defidollar
AXPR,0.00601844,-0.68788,1709774,100893.0,axpire
DAVIS,3.7,-5.14806,1708896,32616.0,davis-cup-fan-token
GOZ,0.879623,-2.02048,1703785,11824.78,goztepe-s-k-fan-token
MAT,0.160665,-5.15476,1699740,76746.0,my-master-war
IDH,0.0051313,-2.35235,1695410,354.93,indahash
HOT,0.00408568,-3.48788,1687672,186365.0,hydro-protocol
RAZE,0.02502037,-10.96185,1681467,494619.0,raze-network
CRWNY,0.00628555,10.42741,1678722,164305.0,crowny-token
BOMB,2.07,60.37831,1677113,275564.0,bomb
FACTR,0.052835,-1.46116,1673988,74846.0,defactor
SUMO,0.03971566,-2.71063,1670109,11985.92,sumokoin
TRUE,0.071284,-32.0454,1665077,5243215.0,true-chain
TRTL,1.341e-05,-9.01149,1662991,44874.0,turtlecoin
BLKC,0.230152,-2.79289,1662766,417113.0,blackhat-coin
TSCT,0.01616366,-4.5927,1654008,3326.42,transient
XRC,1.31,-8.89373,1653466,3334.27,bitcoin-rhodium
RES,0.01682198,-0.56027,1652758,2516.72,resfinex-token
XPNET,0.00805889,-0.35687,1649210,92445.0,xp-network
EXRN,1.78e-05,-5.36004,1646456,0.053399,exrnchain
NYZO,0.082048,-4.38141,1645263,67521.0,nyzo
GRAPE,0.02526969,-5.07987,1637457,21441.0,grape-2
ZOON,0.00200048,-8.22443,1632918,808956.0,cryptozoon
XCASH,2.597e-05,-0.2935,1631360,0.02595975,x-cash
WPR,0.00267584,-4.7961,1629111,926.61,wepower
STPL,0.00977627,-12.4836,1627432,331949.0,stream-protocol
ZAP,0.00654377,-0.50866,1623730,23924.0,zap
BET,0.02315762,,1621654,4.63,eosbet
ASK,0.00182679,-2.44919,1620854,577174.0,permission-coin
SWIN,0.02956042,-1.41605,1620654,15111.75,swincoin
SPHRI,0.074769,-2.09496,1618405,214064.0,spherium
ARA,0.0024596,-3.59993,1615543,2210.22,ara-token
UFI,0.056427,-11.43434,1613041,343004.0,purefi
WEX,0.00021415,-15.79979,1607467,345838.0,waultswap
1WO,0.064565,0.11274,1605333,6260.21,1world
SPO,0.00319703,4.10678,1604713,251907.0,spores-network
CRAFT,0.331841,-3.73745,1604306,358448.0,talecraft
DDOS,0.266208,0.85239,1601746,70668.0,disbalancer
YAE,0.03291501,-1.71954,1600827,4491.6,cryptonovae
XFI,51.42,-18.78834,1596860,8.83,xfinance
THO,0.141148,-4.43307,1589699,67209.0,thorus
IONC,0.00370634,-0.40208,1585314,3121.63,ionchain-token
DATA,51.88,-2.46793,1582618,1937.16,data-economy-index
MOFI,0.01861681,0.72568,1580905,68410.0,mobifi
DMLG,0.02080964,-7.29138,1579787,71385.0,demole
SCO,0.050109,-7.49019,1579198,24407.0,score-token
ITGR,0.060171,-4.38451,1578451,281758.0,integral
FTS,1.71e-06,-1.93386,1574776,1579.37,footballstars
BCP,2.56,0.0,1571524,0.0,piedao-balanced-crypto-pie
YOYOW,0.00896831,-3.726,1568019,250998.0,yoyow
YUP,0.243538,-0.84328,1567945,8218.69,yup
KTON,41.73,-2.84722,1566842,18679.69,darwinia-commitment-token
ZIPT,0.00387068,,1566700,0.628905,zippie
DHV,0.354503,-14.99687,1565814,173446.0,dehive
MFB,213.09,0.16293,1564737,121252.0,mirrored-facebook
TOON,0.109764,-8.45951,1564433,64635.0,pontoon
ELEN,0.00730261,-0.45364,1558802,2095128.0,everlens
RAT,8.314e-05,4.82566,1557534,4134.86,the-rare-antiquities-token
KAMPAY,0.00559359,-10.89662,1553933,181111.0,kampay
FSW,0.04021384,-4.4764,1550005,101706.0,fsw-token
COFI,0.11553,-10.86326,1549464,29729.0,cofix
OMNI,2.5,0.03832,1546557,3.8,omni
SKRT,0.00442029,-1.05256,1546314,47226.0,sekuritance
DOWS,0.05822,-12.13977,1543428,81451.0,shadows
ELX,0.01138123,-12.30937,1540977,8273.06,energy-ledger
FOREX,0.06531,-7.06965,1539786,130537.0,handle-fi
COVER,19.39,-12.20808,1539638,814357.0,cover-protocol
UTU,0.01152854,-14.2766,1529860,31512.0,utu-coin
GDAO,0.517195,1.01769,1528723,64701.0,governor-dao
INARI,4.83e-06,13.40032,1528111,25891.0,inari
BDP,0.062851,-1.65824,1525459,374402.0,big-data-protocol
SEEN,1.78,,1520497,0.0,seen
BZN,1.67,-22.57293,1518655,49524.0,benzene
IDO,0.076801,-1.88341,1517082,108462.0,idexo-token
CNNS,0.00085858,-15.60861,1507934,176187.0,cnns
WASABI,0.599865,2.67014,1506235,1038.36,wasabix
FYD,0.0026651,-10.55036,1504272,7.35,fydcoin
VEIL,0.0129314,16.10827,1486955,1043.58,veil
AVXL,0.00222636,0.1404,1477289,6515.83,avaxlauncher
EXCC,0.054265,0.20631,1476148,441901.0,exchangecoin
DESU,0.02493204,-2.52232,1474233,43668.0,dexsport
INFP,0.04147818,-6.08278,1471246,48907.0,infinitypad
RACEX,0.00197594,-8.78825,1466575,36830.0,racex
CNFT,0.02529303,-0.35889,1457383,0.0,communifty
HIT,2.375e-05,-5.7996,1457118,51968.0,hitchain
XDN,0.00017982,-0.41025,1455944,1004.89,digitalnote
FLOT,0.0145244,-0.73679,1452440,0.0126217,fire-lotto
AMN,0.00196989,13.31486,1450925,3169.46,amon
PHNX,0.0283614,8.22004,1448814,124524.0,phoenixdao
VSO,0.03337935,-1.18531,1447458,107474.0,verso
GMI,0.03758257,,1442721,893.59,wagmidao
UAT,0.04716064,-0.40205,1436745,7.55,ultralpha
TYPE,0.00193077,17.58554,1432775,1672.15,typerium
EDN,0.00238042,-0.38108,1430545,78537.0,edenchain
DMG,0.02869093,1.49338,1425784,56580.0,dmm-governance
SCCP,0.596809,-1.24914,1425782,8699.69,s-c-corinthians-fan-token
LIQ,0.094821,-28.61067,1421937,523316.0,liq-protocol
CONE,0.222768,,1417819,437.55,coinone-token
